id,Name,Type,Type1,Type2,HP,Atk,Def,SpAk,SpDf,Spd,Total,Generation,Legendary
581,Swanna,Water Flying,Water,Flying,75,87,63,87,63,98,473,5,FALSE
582,Vanillite,Ice,Ice,#N/A,36,50,50,65,60,44,305,5,FALSE
583,Vanillish,Ice,Ice,#N/A,51,65,65,80,75,59,395,5,FALSE
584,Vanilluxe,Ice,Ice,#N/A,71,95,85,110,95,79,535,5,FALSE
585,Deerling,Normal Grass,Normal,Grass,60,60,50,40,50,75,335,5,FALSE
586,Sawsbuck,Normal Grass,Normal,Grass,80,100,70,60,70,95,475,5,FALSE
587,Emolga,Electric Flying,Electric,Flying,55,75,60,75,60,103,428,5,FALSE
588,Karrablast,Bug,Bug,#N/A,50,75,45,40,45,60,315,5,FALSE
589,Escavalier,Bug Steel,Bug,Steel,70,135,105,60,105,20,495,5,FALSE
590,Foongus,Grass Poison,Grass,Poison,69,55,45,55,55,15,294,5,FALSE
591,Amoonguss,Grass Poison,Grass,Poison,114,85,70,85,80,30,464,5,FALSE
592,Frillish,Water Ghost,Water,Ghost,55,40,50,65,85,40,335,5,FALSE
593,Jellicent,Water Ghost,Water,Ghost,100,60,70,85,105,60,480,5,FALSE
594,Alomomola,Water,Water,#N/A,165,75,80,40,45,65,470,5,FALSE
595,Joltik,Bug Electric,Bug,Electric,50,47,50,57,50,65,319,5,FALSE
596,Galvantula,Bug Electric,Bug,Electric,70,77,60,97,60,108,472,5,FALSE
597,Ferroseed,Grass Steel,Grass,Steel,44,50,91,24,86,10,305,5,FALSE
598,Ferrothorn,Grass Steel,Grass,Steel,74,94,131,54,116,20,489,5,FALSE
599,Klink,Steel,Steel,#N/A,40,55,70,45,60,30,300,5,FALSE
600,Klang,Steel,Steel,#N/A,60,80,95,70,85,50,440,5,FALSE
601,Klinklang,Steel,Steel,#N/A,60,100,115,70,85,90,520,5,FALSE
602,Tynamo,Electric,Electric,#N/A,35,55,40,45,40,60,275,5,FALSE
603,Eelektrik,Electric,Electric,#N/A,65,85,70,75,70,40,405,5,FALSE
604,Eelektross,Electric,Electric,#N/A,85,115,80,105,80,50,515,5,FALSE
605,Elgyem,Psychic,Psychic,#N/A,55,55,55,85,55,30,335,5,FALSE
606,Beheeyem,Psychic,Psychic,#N/A,75,75,75,125,95,40,485,5,FALSE
607,Litwick,Ghost Fire,Ghost,Fire,50,30,55,65,55,20,275,5,FALSE
608,Lampent,Ghost Fire,Ghost,Fire,60,40,60,95,60,55,370,5,FALSE
609,Chandelure,Ghost Fire,Ghost,Fire,60,55,90,145,90,80,520,5,FALSE
610,Axew,Dragon,Dragon,#N/A,46,87,60,30,40,57,320,5,FALSE
611,Fraxure,Dragon,Dragon,#N/A,66,117,70,40,50,67,410,5,FALSE
612,Haxorus,Dragon,Dragon,#N/A,76,147,90,60,70,97,540,5,FALSE
613,Cubchoo,Ice,Ice,#N/A,55,70,40,60,40,40,305,5,FALSE
614,Beartic,Ice,Ice,#N/A,95,110,80,70,80,50,485,5,FALSE
615,Cryogonal,Ice,Ice,#N/A,70,50,30,95,135,105,485,5,FALSE
616,Shelmet,Bug,Bug,#N/A,50,40,85,40,65,25,305,5,FALSE
617,Accelgor,Bug,Bug,#N/A,80,70,40,100,60,145,495,5,FALSE
618,Stunfisk,Ground Electric,Ground,Electric,109,66,84,81,99,32,471,5,FALSE
619,Mienfoo,Fighting,Fighting,#N/A,45,85,50,55,50,65,350,5,FALSE
620,Mienshao,Fighting,Fighting,#N/A,65,125,60,95,60,105,510,5,FALSE
621,Druddigon,Dragon,Dragon,#N/A,77,120,90,60,90,48,485,5,FALSE
622,Golett,Ground Ghost,Ground,Ghost,59,74,50,35,50,35,303,5,FALSE
623,Golurk,Ground Ghost,Ground,Ghost,89,124,80,55,80,55,483,5,FALSE
624,Pawniard,Dark Steel,Dark,Steel,45,85,70,40,40,60,340,5,FALSE
625,Bisharp,Dark Steel,Dark,Steel,65,125,100,60,70,70,490,5,FALSE
626,Bouffalant,Normal,Normal,#N/A,95,110,95,40,95,55,490,5,FALSE
627,Rufflet,Normal Flying,Normal,Flying,70,83,50,37,50,60,350,5,FALSE
628,Braviary,Normal Flying,Normal,Flying,100,123,75,57,75,80,510,5,FALSE
629,Vullaby,Dark Flying,Dark,Flying,70,55,75,45,65,60,370,5,FALSE
630,Mandibuzz,Dark Flying,Dark,Flying,110,65,105,55,95,80,510,5,FALSE
631,Heatmor,Fire,Fire,#N/A,85,97,66,105,66,65,484,5,FALSE
632,Durant,Bug Steel,Bug,Steel,58,109,112,48,48,109,484,5,FALSE
633,Deino,Dark Dragon,Dark,Dragon,52,65,50,45,50,38,300,5,FALSE
634,Zweilous,Dark Dragon,Dark,Dragon,72,85,70,65,70,58,420,5,FALSE
635,Hydreigon,Dark Dragon,Dark,Dragon,92,105,90,125,90,98,600,5,FALSE
636,Larvesta,Bug Fire,Bug,Fire,55,85,55,50,55,60,360,5,FALSE
637,Volcarona,Bug Fire,Bug,Fire,85,60,65,135,105,100,550,5,FALSE
638,Cobalion,Steel Fighting,Steel,Fighting,91,90,129,90,72,108,580,5,TRUE
639,Terrakion,Rock Fighting,Rock,Fighting,91,129,90,72,90,108,580,5,TRUE
640,Virizion,Grass Fighting,Grass,Fighting,91,90,72,90,129,108,580,5,TRUE
641,Tornadus Incarnate Forme,Flying,Flying,#N/A,79,115,70,125,80,111,580,5,TRUE
641,Tornadus Therian Forme,Flying,Flying,#N/A,79,100,80,110,90,121,580,5,TRUE
642,Thundurus Incarnate Forme,Electric Flying,Electric,Flying,79,115,70,125,80,111,580,5,TRUE
642,ThundurusTherian Forme,Electric Flying,Electric,Flying,79,105,70,145,80,101,580,5,TRUE
643,Reshiram,Dragon Fire,Dragon,Fire,100,120,100,150,120,90,680,5,TRUE
644,Zekrom,Dragon Electric,Dragon,Electric,100,150,120,120,100,90,680,5,TRUE
645,Landorus Incarnate Forme,Ground Flying,Ground,Flying,89,125,90,115,80,101,600,5,TRUE
645,Landorus Therian Forme,Ground Flying,Ground,Flying,89,145,90,105,80,91,600,5,TRUE
646,Kyurem,Dragon Ice,Dragon,Ice,125,130,90,130,90,95,660,5,TRUE
646,Black Kyurem,Dragon Ice,Dragon,Ice,125,170,100,120,90,95,700,5,TRUE
646,White Kyurem,Dragon Ice,Dragon,Ice,125,120,90,170,100,95,700,5,TRUE
647,Keldeo Ordinary Forme,Water Fighting,Water,Fighting,91,72,90,129,90,108,580,5,FALSE
647,Keldeo Resolute Forme,Water Fighting,Water,Fighting,91,72,90,129,90,108,580,5,FALSE
648,Meloetta Aria Forme,Normal Psychic,Normal,Psychic,100,77,77,128,128,90,600,5,FALSE
648,Meloetta Pirouette Forme,Normal Fighting,Normal,Fighting,100,128,90,77,77,128,600,5,FALSE
649,Genesect,Bug Steel,Bug,Steel,71,120,95,120,95,99,600,5,FALSE
650,Chespin,Grass,Grass,#N/A,56,61,65,48,45,38,313,6,FALSE
651,Quilladin,Grass,Grass,#N/A,61,78,95,56,58,57,405,6,FALSE
652,Chesnaught,Grass Fighting,Grass,Fighting,88,107,122,74,75,64,530,6,FALSE
653,Fennekin,Fire,Fire,#N/A,40,45,40,62,60,60,307,6,FALSE
654,Braixen,Fire,Fire,#N/A,59,59,58,90,70,73,409,6,FALSE
655,Delphox,Fire Psychic,Fire,Psychic,75,69,72,114,100,104,534,6,FALSE
656,Froakie,Water,Water,#N/A,41,56,40,62,44,71,314,6,FALSE
657,Frogadier,Water,Water,#N/A,54,63,52,83,56,97,405,6,FALSE
658,Greninja,Water Dark,Water,Dark,72,95,67,103,71,122,530,6,FALSE
659,Bunnelby,Normal,Normal,#N/A,38,36,38,32,36,57,237,6,FALSE
660,Diggersby,Normal Ground,Normal,Ground,85,56,77,50,77,78,423,6,FALSE
661,Fletchling,Normal Flying,Normal,Flying,45,50,43,40,38,62,278,6,FALSE
662,Fletchinder,Fire Flying,Fire,Flying,62,73,55,56,52,84,382,6,FALSE
663,Talonflame,Fire Flying,Fire,Flying,78,81,71,74,69,126,499,6,FALSE
664,Scatterbug,Bug,Bug,#N/A,38,35,40,27,25,35,200,6,FALSE
665,Spewpa,Bug,Bug,#N/A,45,22,60,27,30,29,213,6,FALSE
666,Vivillon,Bug Flying,Bug,Flying,80,52,50,90,50,89,411,6,FALSE
667,Litleo,Fire Normal,Fire,Normal,62,50,58,73,54,72,369,6,FALSE
668,Pyroar,Fire Normal,Fire,Normal,86,68,72,109,66,106,507,6,FALSE
669,Flabebe,Fairy,Fairy,#N/A,44,38,39,61,79,42,303,6,FALSE
670,Floette,Fairy,Fairy,#N/A,54,45,47,75,98,52,371,6,FALSE
671,Florges,Fairy,Fairy,#N/A,78,65,68,112,154,75,552,6,FALSE
672,Skiddo,Grass,Grass,#N/A,66,65,48,62,57,52,350,6,FALSE
673,Gogoat,Grass,Grass,#N/A,123,100,62,97,81,68,531,6,FALSE
674,Pancham,Fighting,Fighting,#N/A,67,82,62,46,48,43,348,6,FALSE
675,Pangoro,Fighting Dark,Fighting,Dark,95,124,78,69,71,58,495,6,FALSE
676,Furfrou,Normal,Normal,#N/A,75,80,60,65,90,102,472,6,FALSE
677,Espurr,Psychic,Psychic,#N/A,62,48,54,63,60,68,355,6,FALSE
678,Meowstic Male,Psychic,Psychic,#N/A,74,48,76,83,81,104,466,6,FALSE
678,Meowstic Female,Psychic,Psychic,#N/A,74,48,76,83,81,104,466,6,FALSE
679,Honedge,Steel Ghost,Steel,Ghost,45,80,100,35,37,28,325,6,FALSE
680,Doublade,Steel Ghost,Steel,Ghost,59,110,150,45,49,35,448,6,FALSE
681,Aegislash Blade Forme,Steel Ghost,Steel,Ghost,60,150,50,150,50,60,520,6,FALSE
681,Aegislash Shield Forme,Steel Ghost,Steel,Ghost,60,50,150,50,150,60,520,6,FALSE
682,Spritzee,Fairy,Fairy,#N/A,78,52,60,63,65,23,341,6,FALSE
683,Aromatisse,Fairy,Fairy,#N/A,101,72,72,99,89,29,462,6,FALSE
684,Swirlix,Fairy,Fairy,#N/A,62,48,66,59,57,49,341,6,FALSE
685,Slurpuff,Fairy,Fairy,#N/A,82,80,86,85,75,72,480,6,FALSE
686,Inkay,Dark Psychic,Dark,Psychic,53,54,53,37,46,45,288,6,FALSE
687,Malamar,Dark Psychic,Dark,Psychic,86,92,88,68,75,73,482,6,FALSE
688,Binacle,Rock Water,Rock,Water,42,52,67,39,56,50,306,6,FALSE
689,Barbaracle,Rock Water,Rock,Water,72,105,115,54,86,68,500,6,FALSE
690,Skrelp,Poison Water,Poison,Water,50,60,60,60,60,30,320,6,FALSE
691,Dragalge,Poison Dragon,Poison,Dragon,65,75,90,97,123,44,494,6,FALSE
692,Clauncher,Water,Water,#N/A,50,53,62,58,63,44,330,6,FALSE
693,Clawitzer,Water,Water,#N/A,71,73,88,120,89,59,500,6,FALSE
694,Helioptile,Electric Normal,Electric,Normal,44,38,33,61,43,70,289,6,FALSE
695,Heliolisk,Electric Normal,Electric,Normal,62,55,52,109,94,109,481,6,FALSE
696,Tyrunt,Rock Dragon,Rock,Dragon,58,89,77,45,45,48,362,6,FALSE
697,Tyrantrum,Rock Dragon,Rock,Dragon,82,121,119,69,59,71,521,6,FALSE
698,Amaura,Rock Ice,Rock,Ice,77,59,50,67,63,46,362,6,FALSE
699,Aurorus,Rock Ice,Rock,Ice,123,77,72,99,92,58,521,6,FALSE
700,Sylveon,Fairy,Fairy,#N/A,95,65,65,110,130,60,525,6,FALSE
701,Hawlucha,Fighting Flying,Fighting,Flying,78,92,75,74,63,118,500,6,FALSE
702,Dedenne,Electric Fairy,Electric,Fairy,67,58,57,81,67,101,431,6,FALSE
703,Carbink,Rock Fairy,Rock,Fairy,50,50,150,50,150,50,500,6,FALSE
704,Goomy,Dragon,Dragon,#N/A,45,50,35,55,75,40,300,6,FALSE
705,Sliggoo,Dragon,Dragon,#N/A,68,75,53,83,113,60,452,6,FALSE
706,Goodra,Dragon,Dragon,#N/A,90,100,70,110,150,80,600,6,FALSE
707,Klefki,Steel Fairy,Steel,Fairy,57,80,91,80,87,75,470,6,FALSE
708,Phantump,Ghost Grass,Ghost,Grass,43,70,48,50,60,38,309,6,FALSE
709,Trevenant,Ghost Grass,Ghost,Grass,85,110,76,65,82,56,474,6,FALSE
710,PumpkabooAverage Size,Ghost Grass,Ghost,Grass,49,66,70,44,55,51,335,6,FALSE
710,PumpkabooSmall Size,Ghost Grass,Ghost,Grass,44,66,70,44,55,56,335,6,FALSE
710,PumpkabooLarge Size,Ghost Grass,Ghost,Grass,54,66,70,44,55,46,335,6,FALSE
710,PumpkabooSuper Size,Ghost Grass,Ghost,Grass,59,66,70,44,55,41,335,6,FALSE
711,Gourgeist Average Size,Ghost Grass,Ghost,Grass,65,90,122,58,75,84,494,6,FALSE
711,Gourgeist Small Size,Ghost Grass,Ghost,Grass,55,85,122,58,75,99,494,6,FALSE
711,Gourgeist Large Size,Ghost Grass,Ghost,Grass,75,95,122,58,75,69,494,6,FALSE
711,Gourgeist Super Size,Ghost Grass,Ghost,Grass,85,100,122,58,75,54,494,6,FALSE
712,Bergmite,Ice,Ice,#N/A,55,69,85,32,35,28,304,6,FALSE
713,Avalugg,Ice,Ice,#N/A,95,117,184,44,46,28,514,6,FALSE
714,Noibat,Flying Dragon,Flying,Dragon,40,30,35,45,40,55,245,6,FALSE
715,Noivern,Flying Dragon,Flying,Dragon,85,70,80,97,80,123,535,6,FALSE
716,Xerneas,Fairy,Fairy,#N/A,126,131,95,131,98,99,680,6,TRUE
717,Yveltal,Dark Flying,Dark,Flying,126,131,95,131,98,99,680,6,TRUE
718,Zygarde 50% Forme,Dragon Ground,Dragon,Ground,108,100,121,81,95,95,600,6,TRUE
719,Diancie,Rock Fairy,Rock,Fairy,50,100,150,100,150,50,600,6,TRUE
719,Mega Diancie,Rock Fairy,Rock,Fairy,50,160,110,160,110,110,700,6,TRUE
720,Hoopa Confined,Psychic Ghost,Psychic,Ghost,80,110,60,150,130,70,600,6,TRUE
720,Hoopa Unbound,Psychic Dark,Psychic,Dark,80,160,60,170,130,80,680,6,TRUE
721,Volcanion,Fire Water,Fire,Water,80,110,120,130,90,70,600,6,TRUE
