#,Number,Name,Type,Type1,Type2,Total,HP,Atk,Def,SpAk,SpDf,Spd,Generation,Legendary,MegaEvolution,FinalEvolution
518,437,Bronzong,Steel Psychic,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,FALSE,TRUE
519,438,Bonsly,Rock,Rock,,290,50,80,95,10,45,10,4,FALSE,FALSE,FALSE
520,439,Mime Jr.,Psychic Fairy,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,FALSE,FALSE
521,440,Happiny,Normal,Normal,,220,100,5,5,15,65,30,4,FALSE,FALSE,FALSE
522,441,Chatot,Normal Flying,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,FALSE,FALSE
523,442,Spiritomb,Ghost Dark,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,FALSE,TRUE
524,443,Gible,Dragon Ground,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,FALSE,FALSE
525,444,Gabite,Dragon Ground,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,FALSE,FALSE
526,445,Garchomp,Dragon Ground,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,FALSE,TRUE
527,445,Mega Garchomp,Dragon Ground,Dragon,Ground,700,108,170,115,120,95,92,4,FALSE,TRUE,TRUE
528,446,Munchlax,Normal,Normal,,390,135,85,40,40,85,5,4,FALSE,FALSE,FALSE
529,447,Riolu,Fighting,Fighting,,285,40,70,40,35,40,60,4,FALSE,FALSE,FALSE
530,448,Lucario,Fighting Steel,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,FALSE,TRUE
531,448,Mega Lucario,Fighting Steel,Fighting,Steel,625,70,145,88,140,70,112,4,FALSE,TRUE,TRUE
532,449,Hippopotas,Ground,Ground,,330,68,72,78,38,42,32,4,FALSE,FALSE,FALSE
533,450,Hippowdon,Ground,Ground,,525,108,112,118,68,72,47,4,FALSE,FALSE,TRUE
534,451,Skorupi,Poison Bug,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,FALSE,FALSE
535,452,Drapion,Poison Dark,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,FALSE,TRUE
536,453,Croagunk,Poison Fighting,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,FALSE,FALSE
537,454,Toxicroak,Poison Fighting,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,FALSE,TRUE
538,455,Carnivine,Grass,Grass,,454,74,100,72,90,72,46,4,FALSE,FALSE,TRUE
539,456,Finneon,Water,Water,,330,49,49,56,49,61,66,4,FALSE,FALSE,FALSE
540,457,Lumineon,Water,Water,,460,69,69,76,69,86,91,4,FALSE,FALSE,TRUE
541,458,Mantyke,Water Flying,Water,Flying,345,45,20,50,60,120,50,4,FALSE,FALSE,FALSE
542,459,Snover,Grass Ice,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,FALSE,FALSE
543,460,Abomasnow,Grass Ice,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,FALSE,TRUE
544,460,Mega Abomasnow,Grass Ice,Grass,Ice,594,90,132,105,132,105,30,4,FALSE,TRUE,TRUE
545,461,Weavile,Dark Ice,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,FALSE,TRUE
546,462,Magnezone,Electric Steel,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,FALSE,TRUE
547,463,Lickilicky,Normal,Normal,,515,110,85,95,80,95,50,4,FALSE,FALSE,TRUE
548,464,Rhyperior,Ground Rock,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,FALSE,TRUE
549,465,Tangrowth,Grass,Grass,,535,100,100,125,110,50,50,4,FALSE,FALSE,TRUE
550,466,Electivire,Electric,Electric,,540,75,123,67,95,85,95,4,FALSE,FALSE,TRUE
551,467,Magmortar,Fire,Fire,,540,75,95,67,125,95,83,4,FALSE,FALSE,TRUE
552,468,Togekiss,Fairy Flying,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,FALSE,TRUE
553,469,Yanmega,Bug Flying,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,FALSE,TRUE
554,470,Leafeon,Grass,Grass,,525,65,110,130,60,65,95,4,FALSE,FALSE,TRUE
555,471,Glaceon,Ice,Ice,,525,65,60,110,130,95,65,4,FALSE,FALSE,TRUE
556,472,Gliscor,Ground Flying,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,FALSE,TRUE
557,473,Mamoswine,Ice Ground,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,FALSE,TRUE
558,474,Porygon-Z,Normal,Normal,,535,85,80,70,135,75,90,4,FALSE,FALSE,TRUE
559,475,Gallade,Psychic Fighting,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,FALSE,TRUE
560,475,Mega Gallade,Psychic Fighting,Psychic,Fighting,618,68,165,95,65,115,110,4,FALSE,TRUE,TRUE
561,476,Probopass,Rock Steel,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,FALSE,TRUE
562,477,Dusknoir,Ghost,Ghost,,525,45,100,135,65,135,45,4,FALSE,FALSE,TRUE
563,478,Froslass,Ice Ghost,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,FALSE,TRUE
564,479,Rotom,Electric Ghost,Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,FALSE,TRUE
565,479,Rotom Heat,Electric Fire,Electric,Fire,520,50,65,107,105,107,86,4,FALSE,FALSE,TRUE
566,479,Rotom Wash,Electric Water,Electric,Water,520,50,65,107,105,107,86,4,FALSE,FALSE,TRUE
567,479,Rotom Frost,Electric Ice,Electric,Ice,520,50,65,107,105,107,86,4,FALSE,FALSE,TRUE
568,479,Rotom Fan,Electric Flying,Electric,Flying,520,50,65,107,105,107,86,4,FALSE,FALSE,TRUE
569,479,Rotom Mow,Electric Grass,Electric,Grass,520,50,65,107,105,107,86,4,FALSE,FALSE,TRUE
570,480,Uxie,Psychic,Psychic,,580,75,75,130,75,130,95,4,TRUE,FALSE,TRUE
571,481,Mesprit,Psychic,Psychic,,580,80,105,105,105,105,80,4,TRUE,FALSE,TRUE
572,482,Azelf,Psychic,Psychic,,580,75,125,70,125,70,115,4,TRUE,FALSE,TRUE
573,483,Dialga,Steel Dragon,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,FALSE,TRUE
574,484,Palkia,Water Dragon,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,FALSE,TRUE
575,485,Heatran,Fire Steel,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,FALSE,TRUE
576,486,Regigigas,Normal,Normal,,670,110,160,110,80,110,100,4,TRUE,FALSE,TRUE
577,487,Giratina Altered Forme,Ghost Dragon,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,FALSE,TRUE
578,487,Giratina Origin Forme,Ghost Dragon,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,FALSE,TRUE
579,488,Cresselia,Psychic,Psychic,,600,120,70,120,75,130,85,4,FALSE,FALSE,TRUE
580,489,Phione,Water,Water,,480,80,80,80,80,80,80,4,FALSE,FALSE,TRUE
581,490,Manaphy,Water,Water,,600,100,100,100,100,100,100,4,FALSE,FALSE,TRUE
582,491,Darkrai,Dark,Dark,,600,70,90,90,135,90,125,4,TRUE,FALSE,TRUE
583,492,Shaymin Land Forme,Grass,Grass,,600,100,100,100,100,100,100,4,TRUE,FALSE,TRUE
584,492,Shaymin Sky Forme,Grass Flying,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,FALSE,TRUE
585,493,Arceus,Normal,Normal,,720,120,120,120,120,120,120,4,TRUE,FALSE,TRUE
586,494,Victini,Psychic Fire,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,FALSE,TRUE
587,495,Snivy,Grass,Grass,,308,45,45,55,45,55,63,5,FALSE,FALSE,FALSE
588,496,Servine,Grass,Grass,,413,60,60,75,60,75,83,5,FALSE,FALSE,FALSE
589,497,Serperior,Grass,Grass,,528,75,75,95,75,95,113,5,FALSE,FALSE,TRUE
590,498,Tepig,Fire,Fire,,308,65,63,45,45,45,45,5,FALSE,FALSE,FALSE
591,499,Pignite,Fire Fighting,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,FALSE,FALSE
592,500,Emboar,Fire Fighting,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,FALSE,TRUE
593,501,Oshawott,Water,Water,,308,55,55,45,63,45,45,5,FALSE,FALSE,FALSE
594,502,Dewott,Water,Water,,413,75,75,60,83,60,60,5,FALSE,FALSE,FALSE
595,503,Samurott,Water,Water,,528,95,100,85,108,70,70,5,FALSE,FALSE,TRUE
596,504,Patrat,Normal,Normal,,255,45,55,39,35,39,42,5,FALSE,FALSE,FALSE
597,505,Watchog,Normal,Normal,,420,60,85,69,60,69,77,5,FALSE,FALSE,TRUE
598,506,Lillipup,Normal,Normal,,275,45,60,45,25,45,55,5,FALSE,FALSE,FALSE
599,507,Herdier,Normal,Normal,,370,65,80,65,35,65,60,5,FALSE,FALSE,FALSE
600,508,Stoutland,Normal,Normal,,500,85,110,90,45,90,80,5,FALSE,FALSE,TRUE
601,509,Purrloin,Dark,Dark,,281,41,50,37,50,37,66,5,FALSE,FALSE,FALSE
602,510,Liepard,Dark,Dark,,446,64,88,50,88,50,106,5,FALSE,FALSE,TRUE
603,511,Pansage,Grass,Grass,,316,50,53,48,53,48,64,5,FALSE,FALSE,FALSE
604,512,Simisage,Grass,Grass,,498,75,98,63,98,63,101,5,FALSE,FALSE,TRUE
605,513,Pansear,Fire,Fire,,316,50,53,48,53,48,64,5,FALSE,FALSE,FALSE
606,514,Simisear,Fire,Fire,,498,75,98,63,98,63,101,5,FALSE,FALSE,TRUE
607,515,Panpour,Water,Water,,316,50,53,48,53,48,64,5,FALSE,FALSE,FALSE
608,516,Simipour,Water,Water,,498,75,98,63,98,63,101,5,FALSE,FALSE,TRUE
609,517,Munna,Psychic,Psychic,,292,76,25,45,67,55,24,5,FALSE,FALSE,FALSE
610,518,Musharna,Psychic,Psychic,,487,116,55,85,107,95,29,5,FALSE,FALSE,TRUE
611,519,Pidove,Normal Flying,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,FALSE,FALSE
612,520,Tranquill,Normal Flying,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,FALSE,FALSE
613,521,Unfezant,Normal Flying,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,FALSE,TRUE
614,522,Blitzle,Electric,Electric,,295,45,60,32,50,32,76,5,FALSE,FALSE,FALSE
615,523,Zebstrika,Electric,Electric,,497,75,100,63,80,63,116,5,FALSE,FALSE,TRUE
616,524,Roggenrola,Rock,Rock,,280,55,75,85,25,25,15,5,FALSE,FALSE,FALSE
617,525,Boldore,Rock,Rock,,390,70,105,105,50,40,20,5,FALSE,FALSE,FALSE
618,526,Gigalith,Rock,Rock,,515,85,135,130,60,80,25,5,FALSE,FALSE,TRUE
619,527,Woobat,Psychic Flying,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,FALSE,FALSE
620,528,Swoobat,Psychic Flying,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,FALSE,TRUE
621,529,Drilbur,Ground,Ground,,328,60,85,40,30,45,68,5,FALSE,FALSE,FALSE
622,530,Excadrill,Ground Steel,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,FALSE,TRUE
623,531,Audino,Normal,Normal,,445,103,60,86,60,86,50,5,FALSE,FALSE,TRUE
624,531,Mega Audino,Normal Fairy,Normal,Fairy,545,103,60,126,80,126,50,5,FALSE,TRUE,TRUE
625,532,Timburr,Fighting,Fighting,,305,75,80,55,25,35,35,5,FALSE,FALSE,FALSE
626,533,Gurdurr,Fighting,Fighting,,405,85,105,85,40,50,40,5,FALSE,FALSE,FALSE
627,534,Conkeldurr,Fighting,Fighting,,505,105,140,95,55,65,45,5,FALSE,FALSE,TRUE
628,535,Tympole,Water,Water,,294,50,50,40,50,40,64,5,FALSE,FALSE,FALSE
629,536,Palpitoad,Water Ground,Water,Ground,384,75,65,55,65,55,69,5,FALSE,FALSE,FALSE
630,537,Seismitoad,Water Ground,Water,Ground,509,105,95,75,85,75,74,5,FALSE,FALSE,TRUE
631,538,Throh,Fighting,Fighting,,465,120,100,85,30,85,45,5,FALSE,FALSE,TRUE
632,539,Sawk,Fighting,Fighting,,465,75,125,75,30,75,85,5,FALSE,FALSE,TRUE
633,540,Sewaddle,Bug Grass,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,FALSE,FALSE
634,541,Swadloon,Bug Grass,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,FALSE,FALSE
635,542,Leavanny,Bug Grass,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,FALSE,TRUE
636,543,Venipede,Bug Poison,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,FALSE,FALSE
637,544,Whirlipede,Bug Poison,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,FALSE,FALSE
638,545,Scolipede,Bug Poison,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,FALSE,TRUE
639,546,Cottonee,Grass Fairy,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,FALSE,FALSE
640,547,Whimsicott,Grass Fairy,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,FALSE,TRUE
641,548,Petilil,Grass,Grass,,280,45,35,50,70,50,30,5,FALSE,FALSE,FALSE
642,549,Lilligant,Grass,Grass,,480,70,60,75,110,75,90,5,FALSE,FALSE,TRUE
643,550,Basculin,Water,Water,,460,70,92,65,80,55,98,5,FALSE,FALSE,TRUE
644,551,Sandile,Ground Dark,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,FALSE,FALSE
645,552,Krokorok,Ground Dark,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,FALSE,FALSE
646,553,Krookodile,Ground Dark,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,FALSE,TRUE
647,554,Darumaka,Fire,Fire,,315,70,90,45,15,45,50,5,FALSE,FALSE,FALSE
648,554,Galarian Darumaka,Ice,Ice,,315,70,90,45,15,45,50,8,FALSE,FALSE,FALSE
649,555,Darmanitan Standard Mode,Fire,Fire,,480,105,140,55,30,55,95,5,FALSE,FALSE,TRUE
650,555,Galarian Darmanitan Standard Mode,Ice,Ice,,480,105,140,55,30,55,95,8,FALSE,FALSE,TRUE
651,555,Darmanitan Zen Mode,Fire Psychic,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,FALSE,TRUE
652,555,Galarian Darmanitan Zen Mode,Ice Fire,Ice,Fire,540,105,160,55,30,55,135,8,FALSE,FALSE,TRUE
653,556,Maractus,Grass,Grass,,461,75,86,67,106,67,60,5,FALSE,FALSE,TRUE
654,557,Dwebble,Bug Rock,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,FALSE,FALSE
655,558,Crustle,Bug Rock,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,FALSE,TRUE
656,559,Scraggy,Dark Fighting,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,FALSE,FALSE
657,560,Scrafty,Dark Fighting,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,FALSE,TRUE
658,561,Sigilyph,Psychic Flying,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,FALSE,TRUE
659,562,Yamask,Ghost,Ghost,,303,38,30,85,55,65,30,5,FALSE,FALSE,FALSE
660,562,Galarian Yamask,Ground Ghost,Ground,Ghost,303,38,55,85,30,65,30,8,FALSE,FALSE,FALSE
661,563,Cofagrigus,Ghost,Ghost,,483,58,50,145,95,105,30,5,FALSE,FALSE,TRUE
662,564,Tirtouga,Water Rock,Water,Rock,355,54,78,103,53,45,22,5,FALSE,FALSE,FALSE
663,565,Carracosta,Water Rock,Water,Rock,495,74,108,133,83,65,32,5,FALSE,FALSE,TRUE
664,566,Archen,Rock Flying,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,FALSE,FALSE
665,567,Archeops,Rock Flying,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,FALSE,TRUE
666,568,Trubbish,Poison,Poison,,329,50,50,62,40,62,65,5,FALSE,FALSE,FALSE
667,569,Garbodor,Poison,Poison,,474,80,95,82,60,82,75,5,FALSE,FALSE,TRUE
668,570,Zorua,Dark,Dark,,330,40,65,40,80,40,65,5,FALSE,FALSE,FALSE
669,571,Zoroark,Dark,Dark,,510,60,105,60,120,60,105,5,FALSE,FALSE,TRUE
670,572,Minccino,Normal,Normal,,300,55,50,40,40,40,75,5,FALSE,FALSE,FALSE
671,573,Cinccino,Normal,Normal,,470,75,95,60,65,60,115,5,FALSE,FALSE,TRUE
672,574,Gothita,Psychic,Psychic,,290,45,30,50,55,65,45,5,FALSE,FALSE,FALSE
673,575,Gothorita,Psychic,Psychic,,390,60,45,70,75,85,55,5,FALSE,FALSE,FALSE
674,576,Gothitelle,Psychic,Psychic,,490,70,55,95,95,110,65,5,FALSE,FALSE,TRUE
675,577,Solosis,Psychic,Psychic,,290,45,30,40,105,50,20,5,FALSE,FALSE,FALSE
676,578,Duosion,Psychic,Psychic,,370,65,40,50,125,60,30,5,FALSE,FALSE,FALSE
677,579,Reuniclus,Psychic,Psychic,,490,110,65,75,125,85,30,5,FALSE,FALSE,TRUE
678,580,Ducklett,Water Flying,Water,Flying,305,62,44,50,44,50,55,5,FALSE,FALSE,FALSE
679,581,Swanna,Water Flying,Water,Flying,473,75,87,63,87,63,98,5,FALSE,FALSE,TRUE
680,582,Vanillite,Ice,Ice,,305,36,50,50,65,60,44,5,FALSE,FALSE,FALSE
681,583,Vanillish,Ice,Ice,,395,51,65,65,80,75,59,5,FALSE,FALSE,FALSE
682,584,Vanilluxe,Ice,Ice,,535,71,95,85,110,95,79,5,FALSE,FALSE,TRUE
683,585,Deerling,Normal Grass,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,FALSE,FALSE
684,586,Sawsbuck,Normal Grass,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,FALSE,TRUE
685,587,Emolga,Electric Flying,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,FALSE,TRUE
686,588,Karrablast,Bug,Bug,,315,50,75,45,40,45,60,5,FALSE,FALSE,FALSE
687,589,Escavalier,Bug Steel,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,FALSE,TRUE
688,590,Foongus,Grass Poison,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,FALSE,FALSE
689,591,Amoonguss,Grass Poison,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,FALSE,TRUE
690,592,Frillish,Water Ghost,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,FALSE,FALSE
691,593,Jellicent,Water Ghost,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,FALSE,TRUE
692,594,Alomomola,Water,Water,,470,165,75,80,40,45,65,5,FALSE,FALSE,TRUE
693,595,Joltik,Bug Electric,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,FALSE,FALSE
694,596,Galvantula,Bug Electric,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,FALSE,TRUE
695,597,Ferroseed,Grass Steel,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,FALSE,FALSE
696,598,Ferrothorn,Grass Steel,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,FALSE,TRUE
697,599,Klink,Steel,Steel,,300,40,55,70,45,60,30,5,FALSE,FALSE,FALSE
698,600,Klang,Steel,Steel,,440,60,80,95,70,85,50,5,FALSE,FALSE,FALSE
699,601,Klinklang,Steel,Steel,,520,60,100,115,70,85,90,5,FALSE,FALSE,TRUE
700,602,Tynamo,Electric,Electric,,275,35,55,40,45,40,60,5,FALSE,FALSE,FALSE
701,603,Eelektrik,Electric,Electric,,405,65,85,70,75,70,40,5,FALSE,FALSE,FALSE
702,604,Eelektross,Electric,Electric,,515,85,115,80,105,80,50,5,FALSE,FALSE,TRUE
703,605,Elgyem,Psychic,Psychic,,335,55,55,55,85,55,30,5,FALSE,FALSE,FALSE
704,606,Beheeyem,Psychic,Psychic,,485,75,75,75,125,95,40,5,FALSE,FALSE,TRUE
705,607,Litwick,Ghost Fire,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,FALSE,FALSE
706,608,Lampent,Ghost Fire,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,FALSE,FALSE
707,609,Chandelure,Ghost Fire,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,FALSE,TRUE
708,610,Axew,Dragon,Dragon,,320,46,87,60,30,40,57,5,FALSE,FALSE,FALSE
709,611,Fraxure,Dragon,Dragon,,410,66,117,70,40,50,67,5,FALSE,FALSE,FALSE
710,612,Haxorus,Dragon,Dragon,,540,76,147,90,60,70,97,5,FALSE,FALSE,TRUE
711,613,Cubchoo,Ice,Ice,,305,55,70,40,60,40,40,5,FALSE,FALSE,FALSE
712,614,Beartic,Ice,Ice,,485,95,110,80,70,80,50,5,FALSE,FALSE,TRUE
713,615,Cryogonal,Ice,Ice,,485,70,50,30,95,135,105,5,FALSE,FALSE,TRUE
714,616,Shelmet,Bug,Bug,,305,50,40,85,40,65,25,5,FALSE,FALSE,FALSE
715,617,Accelgor,Bug,Bug,,495,80,70,40,100,60,145,5,FALSE,FALSE,TRUE
716,618,Stunfisk,Ground Electric,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,FALSE,TRUE
717,618,Galarian Stunfisk,Ground Steel,Ground,Steel,471,109,81,99,66,84,32,8,FALSE,FALSE,TRUE
718,619,Mienfoo,Fighting,Fighting,,350,45,85,50,55,50,65,5,FALSE,FALSE,FALSE
719,620,Mienshao,Fighting,Fighting,,510,65,125,60,95,60,105,5,FALSE,FALSE,TRUE
720,621,Druddigon,Dragon,Dragon,,485,77,120,90,60,90,48,5,FALSE,FALSE,TRUE
721,622,Golett,Ground Ghost,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,FALSE,FALSE
722,623,Golurk,Ground Ghost,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,FALSE,TRUE
723,624,Pawniard,Dark Steel,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,FALSE,FALSE
724,625,Bisharp,Dark Steel,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,FALSE,TRUE
725,626,Bouffalant,Normal,Normal,,490,95,110,95,40,95,55,5,FALSE,FALSE,TRUE
726,627,Rufflet,Normal Flying,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,FALSE,FALSE
727,628,Braviary,Normal Flying,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,FALSE,TRUE
728,629,Vullaby,Dark Flying,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,FALSE,FALSE
729,630,Mandibuzz,Dark Flying,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,FALSE,TRUE
730,631,Heatmor,Fire,Fire,,484,85,97,66,105,66,65,5,FALSE,FALSE,TRUE
731,632,Durant,Bug Steel,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,FALSE,TRUE
732,633,Deino,Dark Dragon,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,FALSE,FALSE
733,634,Zweilous,Dark Dragon,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,FALSE,FALSE
734,635,Hydreigon,Dark Dragon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,FALSE,TRUE
735,636,Larvesta,Bug Fire,Bug,Fire,360,55,85,55,50,55,60,5,FALSE,FALSE,FALSE
736,637,Volcarona,Bug Fire,Bug,Fire,550,85,60,65,135,105,100,5,FALSE,FALSE,TRUE
737,638,Cobalion,Steel Fighting,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE,FALSE,TRUE
738,639,Terrakion,Rock Fighting,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE,FALSE,TRUE
739,640,Virizion,Grass Fighting,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE,FALSE,TRUE
740,641,Tornadus Incarnate Forme,Flying,Flying,,580,79,115,70,125,80,111,5,TRUE,FALSE,TRUE
741,641,Tornadus Therian Forme,Flying,Flying,,580,79,100,80,110,90,121,5,TRUE,FALSE,TRUE
742,642,Thundurus Incarnate Forme,Electric Flying,Electric,Flying,580,79,115,70,125,80,111,5,TRUE,FALSE,TRUE
743,642,Thundurus Therian Forme,Electric Flying,Electric,Flying,580,79,105,70,145,80,101,5,TRUE,FALSE,TRUE
744,643,Reshiram,Dragon Fire,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE,FALSE,TRUE
745,644,Zekrom,Dragon Electric,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE,FALSE,TRUE
746,645,Landorus Incarnate Forme,Ground Flying,Ground,Flying,600,89,125,90,115,80,101,5,TRUE,FALSE,TRUE
747,645,Landorus Therian Forme,Ground Flying,Ground,Flying,600,89,145,90,105,80,91,5,TRUE,FALSE,TRUE
748,646,Kyurem,Dragon Ice,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE,FALSE,TRUE
749,646,Black Kyurem,Dragon Ice,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE,FALSE,TRUE
750,646,White Kyurem,Dragon Ice,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE,FALSE,TRUE
751,647,Keldeo Ordinary Forme,Water Fighting,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,FALSE,TRUE
752,647,Keldeo Resolute Forme,Water Fighting,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,FALSE,TRUE
753,648,Meloetta Aria Forme,Normal Psychic,Normal,Psychic,600,100,77,77,128,128,90,5,FALSE,FALSE,TRUE
754,648,Meloetta Pirouette Forme,Normal Fighting,Normal,Fighting,600,100,128,90,77,77,128,5,FALSE,FALSE,TRUE
755,649,Genesect,Bug Steel,Bug,Steel,600,71,120,95,120,95,99,5,FALSE,FALSE,TRUE
756,650,Chespin,Grass,Grass,,313,56,61,65,48,45,38,6,FALSE,FALSE,FALSE
757,651,Quilladin,Grass,Grass,,405,61,78,95,56,58,57,6,FALSE,FALSE,FALSE
758,652,Chesnaught,Grass Fighting,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE,FALSE,TRUE
759,653,Fennekin,Fire,Fire,,307,40,45,40,62,60,60,6,FALSE,FALSE,FALSE
760,654,Braixen,Fire,Fire,,409,59,59,58,90,70,73,6,FALSE,FALSE,FALSE
761,655,Delphox,Fire Psychic,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE,FALSE,TRUE
762,656,Froakie,Water,Water,,314,41,56,40,62,44,71,6,FALSE,FALSE,FALSE
763,657,Frogadier,Water,Water,,405,54,63,52,83,56,97,6,FALSE,FALSE,FALSE
764,658,Greninja,Water Dark,Water,Dark,530,72,95,67,103,71,122,6,FALSE,FALSE,TRUE
765,659,Bunnelby,Normal,Normal,,237,38,36,38,32,36,57,6,FALSE,FALSE,FALSE
766,660,Diggersby,Normal Ground,Normal,Ground,423,85,56,77,50,77,78,6,FALSE,FALSE,TRUE
767,661,Fletchling,Normal Flying,Normal,Flying,278,45,50,43,40,38,62,6,FALSE,FALSE,FALSE
768,662,Fletchinder,Fire Flying,Fire,Flying,382,62,73,55,56,52,84,6,FALSE,FALSE,FALSE
769,663,Talonflame,Fire Flying,Fire,Flying,499,78,81,71,74,69,126,6,FALSE,FALSE,TRUE
770,664,Scatterbug,Bug,Bug,,200,38,35,40,27,25,35,6,FALSE,FALSE,FALSE
771,665,Spewpa,Bug,Bug,,213,45,22,60,27,30,29,6,FALSE,FALSE,FALSE
772,666,Vivillon,Bug Flying,Bug,Flying,411,80,52,50,90,50,89,6,FALSE,FALSE,TRUE
773,667,Litleo,Fire Normal,Fire,Normal,369,62,50,58,73,54,72,6,FALSE,FALSE,FALSE
774,668,Pyroar,Fire Normal,Fire,Normal,507,86,68,72,109,66,106,6,FALSE,FALSE,TRUE
